James Louis	James McCartney	INLINK_ANCHOR	[2011-09-24-02‥2013-03-11-19)
Brighton	James McCartney	OUTLINK	[2011-11-21-20‥2013-03-11-19)
Jim and Mary McCartney	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
Bexhill College	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
Thomas Peacocke Community College	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
Bass	James McCartney	OUTLINK_ANCHOR	[2011-09-20-21‥2012-02-23-07)
Mary	James McCartney	OUTLINK_ANCHOR	[2011-11-21-20‥2013-03-11-19)
Fairfield, Iowa	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
Flaming Pie	James McCartney	INLINK	[2011-10-04-15‥2013-03-11-19)
September 12	James McCartney	INLINK	[2011-10-07-13‥2013-03-11-19)
Abbey Road Studios	James McCartney	OUTLINK	[2011-11-21-20‥2013-03-11-19)
Fender Stratocaster	James McCartney	OUTLINK	[2011-11-21-20‥2013-03-11-19)
The 'US' Tour	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
Louise Linder Eastman	James McCartney	OUTLINK_ANCHOR	[2011-09-20-21‥2013-03-11-19)
David Lynch	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
The Cure	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
Close At Hand	James McCartney	OUTLINK	[2012-01-31-20‥2013-03-11-19)
Old Man (song)	James McCartney	INLINK	[2011-09-14-11‥2013-03-11-19)
Press to Play	James McCartney	INLINK	[2011-10-03-09‥2013-03-11-19)
Available Light EP	James McCartney	OUTLINK_ANCHOR	[2011-11-21-01‥2013-03-11-19)
Close At Hand EP	James McCartney	OUTLINK_ANCHOR	[2012-01-31-20‥2013-03-11-19)
James McCartney	James McCartney	INLINK_ANCHOR	[2006-07-25-07‥2013-03-11-19)
Nirvana (band)	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
Heather Mills	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
Fairfield Arts & Convention Center	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
The Beatles timeline	James McCartney	INLINK	[2011-09-29-02‥2013-03-11-19)
Category:Animal rights advocates	James McCartney	CATEGORY	[2011-09-20-21‥2013-03-11-19)
A Level	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
Stella McCartney	James McCartney	INLINK	[2011-10-02-03‥2013-03-11-19)
Jim McCartney	James McCartney	OUTLINK_ANCHOR	[2011-09-20-21‥2013-03-11-19)
Beatrice Milly McCartney	James McCartney	OUTLINK_ANCHOR	[2011-11-21-20‥2013-03-11-19)
James McCartney	James McCartney	OUTLINK_ANCHOR	[2011-09-20-21‥2013-03-11-19)
Heather McCartney	James McCartney	OUTLINK	[2011-09-20-21‥2013-03-11-19)
The Bamboozle	James McCartney	INLINK	[2012-04-07-00‥2013-03-11-19)
James (Jim) P. Steyer	Jim Steyer	BOLDTEXT	[2011-10-18-16‥2013-03-11-19)
Jim Steyer	Jim Steyer	ORIGINAL	[2011-10-18-16‥2013-03-11-19)
Harlem	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Jim Steyer	Jim Steyer	INLINK_ANCHOR	[2011-10-18-16‥2013-03-11-19)
Stanford University	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Philips Exeter Academy	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Best Buy	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
East Palo Alto	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
quota	Jim Steyer	OUTLINK_ANCHOR	[2012-01-22-00‥2013-03-11-19)
Los Angeles Times	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
United States	Jim Steyer	OUTLINK	[2011-10-19-01‥2013-03-11-19)
Google	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Disney Channel	Jim Steyer	OUTLINK	[2011-10-19-14‥2013-03-11-19)
CEO	Jim Steyer	OUTLINK	[2011-10-19-14‥2013-03-11-19)
The Famous Jett Jackson	Jim Steyer	OUTLINK	[2011-10-19-14‥2013-03-11-19)
American	Jim Steyer	OUTLINK_ANCHOR	[2011-10-19-01‥2013-03-11-19)
Category:American philanthropists	Jim Steyer	CATEGORY	[2011-10-18-16‥2013-03-11-19)
New York City	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
NAACP	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Common Sense Media	Jim Steyer	INLINK	[2012-01-04-18‥2012-03-06-18), [2012-03-06-18‥2013-03-11-19)
New Hampshire	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Goldman Sachs	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Mass media	Jim Steyer	OUTLINK	[2011-12-02-03‥2013-03-11-19)
Category:Living people	Jim Steyer	CATEGORY	[2011-10-18-16‥2013-03-11-19)
Netflix	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
New York, New York	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
California Supreme Court	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Jim Steyer	Jim Steyer	OUTLINK_ANCHOR	[2011-10-18-16‥2013-03-11-19)
Phi Beta Kappa	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Draper Fisher Jurvetson	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Nickelodeon	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
media	Jim Steyer	OUTLINK_ANCHOR	[2011-12-02-03‥2013-03-11-19)
Stanford Magazine	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Comcast	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Category:1956 births	Jim Steyer	CATEGORY	[2011-10-18-16‥2013-03-11-19)
Chelsea Clinton	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
NBC Universal	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
California	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
George L. Rose	Jim Steyer	INLINK	[2011-10-18-16‥2013-03-11-19)
public school	Jim Steyer	OUTLINK_ANCHOR	[2011-12-02-03‥2013-03-11-19)
AOL/Huffington Post	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
Common Sense Media	Jim Steyer	OUTLINK	[2011-10-18-16‥2013-03-11-19)
HLN	Lisa Bloom	OUTLINK_ANCHOR	[2012-01-01-14‥2013-03-11-19)
Boy Scouts of America	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
The Joy Behar Show	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
List of CNN anchors	Lisa Bloom	INLINK	[2011-10-07-02‥2013-03-11-19)
California, United States	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Lisa on September 20, 1961	Lisa Bloom	INLINK_ANCHOR	[2011-10-20-22‥2011-11-07-15)
List of Yale Law School alumni	Lisa Bloom	INLINK	[2011-08-29-23‥2013-03-11-19)
UCLA	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Vanguard Press	Lisa Bloom	OUTLINK_ANCHOR	[2011-09-20-19‥2013-03-11-19)
Anderson Cooper 360°	Lisa Bloom	INLINK	[2011-09-27-17‥2013-03-11-19)
The Early Show	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Category:Yale Law School alumni	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
September 20	Lisa Bloom	INLINK	[2011-10-06-10‥2013-03-11-19)
The Insider	Lisa Bloom	OUTLINK_ANCHOR	[2012-02-17-15‥2013-03-11-19)
Category:American Jews	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
The Situation Room	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Attorney	Lisa Bloom	OUTLINK_ANCHOR	[2011-09-20-19‥2013-03-11-19)
HLN (TV channel)	Lisa Bloom	OUTLINK	[2012-01-01-14‥2013-03-11-19)
California, U.S.A.	Lisa Bloom	OUTLINK_ANCHOR	[2011-09-20-19‥2013-03-11-19)
Issues with Jane Velez-Mitchell	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Wig	Lisa Bloom	INLINK	[2011-10-04-18‥2013-03-11-19)
Lisa Bloom	Lisa Bloom	INLINK_ANCHOR	[2011-07-11-17‥2013-03-11-19)
Category:University of California, Los Angeles alumni	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
New York	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
New York Times	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Lisa Bloom	Lisa Bloom	BOLDTEXT	[2011-09-20-19‥2013-03-11-19)
Dr. Phil	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
CBS News	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
University of California, Los Angeles	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Omg! Insider	Lisa Bloom	INLINK	[2011-10-02-17‥2013-03-11-19)
Lisa Bloom	Lisa Bloom	OUTLINK_ANCHOR	[2011-09-20-19‥2013-03-11-19)
B.A.	Lisa Bloom	OUTLINK_ANCHOR	[2011-09-20-19‥2013-03-11-19)
Gloria Allred	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Category:Jewish feminists	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
Category:American feminists	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
Tom Cruise Purple	Lisa Bloom	INLINK	[2011-07-13-02‥2013-03-11-19)
Bachelor of Arts	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
CNN	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Reliable Sources	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Attorney at law	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
List of Jewish feminists	Lisa Bloom	INLINK	[2011-10-05-05‥2013-03-11-19)
Dr. Drew	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Perseus Books Group	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Category:American women journalists	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
Yale Law School	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Los Angeles Police Department	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Juris Doctor	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Lisa Bloom	Lisa Bloom	ORIGINAL	[2011-09-20-19‥2013-03-11-19)
Category:American television news anchors	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
Category:California lawyers	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
Gloria Allred	Lisa Bloom	INLINK	[2011-10-06-14‥2013-03-11-19)
J.D.	Lisa Bloom	OUTLINK_ANCHOR	[2011-09-20-19‥2013-03-11-19)
California	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Vinnie Politan	Lisa Bloom	INLINK	[2011-07-11-17‥2013-03-11-19)
Rachel Uchitel	Lisa Bloom	INLINK	[2011-10-05-04‥2013-03-11-19)
Nightline	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
The Insider (TV series)	Lisa Bloom	OUTLINK	[2012-02-17-15‥2013-03-11-19)
Catholic Church	Lisa Bloom	OUTLINK	[2011-09-20-19‥2013-03-11-19)
Category:American female lawyers	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
Lisa	Lisa Bloom	INLINK_ANCHOR	[2011-10-06-14‥2011-10-20-22), [2011-11-07-15‥2013-03-11-19)
Category:1961 births	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
Category:Living people	Lisa Bloom	CATEGORY	[2011-09-20-19‥2013-03-11-19)
MC	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
Lovebug Starsky	Lovebug Starski	INLINK	[2006-08-22-02‥2013-03-11-19)
Old-school hip hop	Lovebug Starski	INLINK	[2011-09-09-18‥2011-12-08-23), [2011-12-08-23‥2013-03-11-19)
Lovebug Starski	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
Hip hop music	Lovebug Starski	INLINK	[2011-10-07-08‥2011-11-03-22), [2011-11-03-22‥2013-03-11-19)
Steve Loeb	Lovebug Starski	INLINK	[2011-09-21-05‥2013-03-11-19)
Atlantic Records	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
Lovebug Starski	Lovebug Starski	BOLDTEXT	[2011-08-13-20‥2013-03-11-19)
Love Bug Starski	Lovebug Starski	REDIRECT	[2005-08-28-07‥2013-03-11-19)
DJ	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
hit	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
Epic/CBS Records	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
Double Dee and Steinski	Lovebug Starski	INLINK	[2011-09-06-10‥2013-03-11-19)
Category:Place of birth missing (living people)	Lovebug Starski	CATEGORY	[2011-08-13-20‥2013-03-11-19)
Category:American male singers	Lovebug Starski	CATEGORY	[2011-08-13-20‥2013-03-11-19)
New York	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
Lovebug Starski	Lovebug Starski	ORIGINAL	[2011-08-13-20‥2013-03-11-19)
Category:Date of birth missing (living people)	Lovebug Starski	CATEGORY	[2011-08-13-20‥2013-03-11-19)
Now That's What I Call Music 7 (UK series)	Lovebug Starski	INLINK	[2011-10-01-10‥2013-03-11-19)
Davy DMX	Lovebug Starski	INLINK	[2011-09-04-20‥2013-03-11-19)
Street Sounds Hip Hop Electro 13	Lovebug Starski	INLINK	[2010-09-14-14‥2013-03-11-19)
Love Bug Starski	Lovebug Starski	INLINK	[2005-08-28-07‥2013-03-11-19)
The Amityville Horror (1979 film)	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
Epic Records	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
Billboard Hot 100	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
recorded	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
The Amityville Horror	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
Category:American rappers	Lovebug Starski	CATEGORY	[2011-08-13-20‥2013-03-11-19)
Category:Living people	Lovebug Starski	CATEGORY	[2011-08-13-20‥2013-03-11-19)
hip-hop	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
New York City	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
Category:1959 births	Lovebug Starski	CATEGORY	[2011-08-13-20‥2013-03-11-19)
Love Bug Starsky	Lovebug Starski	REDIRECT	[2006-08-22-02‥2013-03-11-19)
Tayster	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
United States	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
Disc jockey	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
David MacDonald (Christian musician)	Lovebug Starski	INLINK	[2011-07-21-20‥2013-03-11-19)
DJ Disco Wiz	Lovebug Starski	INLINK	[2011-09-19-08‥2013-03-11-19)
single	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
Love, Peace & Nappiness	Lovebug Starski	INLINK	[2010-12-11-01‥2013-03-11-19)
Lovebug Starsky	Lovebug Starski	REDIRECT	[2006-08-22-02‥2013-03-11-19)
Grandmaster Flash	Lovebug Starski	INLINK	[2011-10-03-02‥2011-11-14-09), [2011-11-14-09‥2013-03-11-19)
DJ Hollywood	Lovebug Starski	INLINK	[2011-10-02-19‥2013-03-11-19)
chart	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
DJ Hollywood	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
Kevin Smith	Lovebug Starski	BOLDTEXT	[2011-08-13-20‥2013-03-11-19)
List of performers on Top of the Pops	Lovebug Starski	INLINK	[2011-09-28-22‥2013-03-11-19)
Pump Up the Volume (song)	Lovebug Starski	INLINK	[2011-09-02-17‥2013-03-11-19)
Love Bug	Lovebug Starski	INLINK	[2011-04-19-21‥2013-03-11-19)
Run–D.M.C. (album)	Lovebug Starski	INLINK	[2011-10-06-17‥2013-03-11-19)
Disco Fever	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
Lovebug Starski	Lovebug Starski	INLINK_ANCHOR	[2005-08-28-07‥2013-03-11-19)
Kevin Smith (disambiguation)	Lovebug Starski	INLINK	[2011-09-02-09‥2013-03-11-19)
Kurtis Blow	Lovebug Starski	INLINK	[2011-10-04-15‥2013-03-11-19)
Morrisania, Bronx	Lovebug Starski	INLINK	[2011-07-07-21‥2013-03-11-19)
club	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
Hip hop	Lovebug Starski	INLINK	[2011-10-07-08‥2011-10-26-12), [2011-10-26-12‥2011-12-01-07), [2011-12-01-07‥2012-01-25-03), [2012-01-25-03‥2012-03-28-19), [2012-03-28-20‥2013-03-11-19)
UK Singles Chart	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
Harlem	Lovebug Starski	OUTLINK	[2011-08-13-20‥2013-03-11-19)
Love Bug Starsky	Lovebug Starski	INLINK	[2006-08-22-02‥2013-03-11-19)
U.S.	Lovebug Starski	OUTLINK_ANCHOR	[2011-08-13-20‥2013-03-11-19)
Silvano Valentino	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Category:Brazilian businesspeople	Mario Garnero	CATEGORY	[2011-04-27-22‥2013-03-11-19)
Centro Acadêmico 22 de Agosto	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
NEC do Brasil	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Robert F. Kennedy	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
United Nations Prize in the Field of Human Rights	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Brasilinvest	Mario Garnero	INLINK	[2011-08-24-11‥2013-03-11-19)
Valéry Giscard d'Estaing	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Ethanol fuel in Brazil/Ethanol	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Jurisul	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
João Batista Figueiredo	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Joseph O'Neil	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Henry Kissinger	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Helmut Schmidt	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Ford	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
David Rockefeller	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
New York City	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
William Cohen	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Wolfgang Sauer	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
East Timor	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Mario Garnero	Mario Garnero	ORIGINAL	[2011-04-27-22‥2013-03-11-19)
Brasilinvest	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
frame|right|Businessman Mario Garnero	Mario Garnero	OUTLINK_ANCHOR	[2011-04-27-22‥2011-12-28-00)
Mario Garnero	Mario Garnero	BOLDTEXT	[2011-04-27-22‥2013-03-11-19)
Ethanol Program	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Piauí	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
São Paulo	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Fiat	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Fuel in Brazil	Mario Garnero	OUTLINK_ANCHOR	[2011-04-27-22‥2013-03-11-19)
Volkswagen	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Ernesto Geisel	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
George H. W. Bush	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
William Simon	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
thumb|right|Brasilinvest Towers—Mario Garnero Business Centre, São Paulo, Brazil	Mario Garnero	OUTLINK_ANCHOR	[2011-12-28-00‥2013-03-11-19)
Mario Garnero	Mario Garnero	OUTLINK_ANCHOR	[2011-04-27-22‥2013-03-11-19)
CNI	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
UN Secretary-General	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Maharishi Sthapatya Veda	Mario Garnero	INLINK	[2011-09-19-17‥2013-03-11-19)
UNA-Brazil	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Kofi Annan	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
United Nations Association	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Fórum das Américas	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Mario Garnero	Mario Garnero	INLINK_ANCHOR	[2011-08-24-11‥2013-03-11-19)
Pontifícia Universidade Católica de São Paulo	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Bill Clinton	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
United Nations Human Rights Award	Mario Garnero	OUTLINK_ANCHOR	[2011-04-27-22‥2013-03-11-19)
frame|right|Brasilinvest Towers—Mario Garnero Business Centre, São Paulo, Brazil	Mario Garnero	OUTLINK_ANCHOR	[2011-04-27-22‥2011-12-28-00)
Category:Living people	Mario Garnero	CATEGORY	[2011-04-27-22‥2013-03-11-19)
Gerald Ford	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
General Motors	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
thumb|right|Mario Garnero at the Brazil's China Connection by Financial Times, in New York, October 2011	Mario Garnero	OUTLINK_ANCHOR	[2011-12-28-00‥2013-03-11-19)
ANFAVEA	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Joe Sanchez	Mario Garnero	OUTLINK	[2011-04-27-22‥2013-03-11-19)
Doctor masaru emoto	Masaru Emoto	INLINK	[2005-04-12-10‥2013-03-11-19)
Princeton Engineering Anomalies Research Lab	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
江本勝	Masaru Emoto	REDIRECT	[2007-05-09-13‥2013-03-11-19)
Yokohama City University	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Yokohama Municipal University	Masaru Emoto	OUTLINK_ANCHOR	[2011-09-09-10‥2013-03-11-19)
Water memory	Masaru Emoto	INLINK	[2012-04-02-17‥2013-03-11-19)
William A. Tiller	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Polywater	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Water (2006 film)	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Masaru Emoto	Masaru Emoto	OUTLINK_ANCHOR	[2011-09-09-10‥2013-03-11-19)
Category:Japanese activists	Masaru Emoto	CATEGORY	[2011-09-09-10‥2013-03-11-19)
Masaru	Masaru Emoto	INLINK	[2009-09-01-02‥2013-03-11-19)
Beyond Words Publishing	Masaru Emoto	INLINK	[2011-08-23-14‥2013-03-11-19)
Tokyo	Masaru Emoto	OUTLINK_ANCHOR	[2011-09-09-10‥2013-03-11-19)
Masaru Emoto	Masaru Emoto	INLINK_ANCHOR	[2005-04-12-10‥2013-03-11-19)
International Water For Life Foundation	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Water memory	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Category:Living people	Masaru Emoto	CATEGORY	[2011-09-09-10‥2013-03-11-19)
Masoru Emoto	Masaru Emoto	INLINK	[2006-12-01-15‥2013-03-11-19)
Category:People in alternative medicine	Masaru Emoto	CATEGORY	[2011-09-09-10‥2013-03-11-19)
one million dollars	Masaru Emoto	OUTLINK_ANCHOR	[2011-09-09-10‥2012-04-10-19), [2012-04-10-19‥2013-03-11-19)
Dean Radin	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Tokyo, Japan	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Water (2006 film)	Masaru Emoto	INLINK	[2011-09-23-19‥2013-03-11-19)
New Age	Masaru Emoto	OUTLINK	[2011-09-09-10‥2012-04-10-19), [2012-04-10-19‥2013-03-11-19)
Japan	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
New Scientist	Masaru Emoto	OUTLINK	[2011-09-09-10‥2011-10-10-02)
Category:Pseudoscientists	Masaru Emoto	CATEGORY	[2012-02-23-04‥2013-03-11-19)
Oklahoma City, Oklahoma	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Emoto	Masaru Emoto	INLINK	[2011-01-05-23‥2013-03-11-19)
Masaru Emoto	Masaru Emoto	ORIGINAL	[2011-09-09-10‥2013-03-11-19)
Harriet A. Hall	Masaru Emoto	OUTLINK	[2011-09-09-10‥2012-04-10-19), [2012-04-10-19‥2013-03-11-19)
Category:People from Yokohama	Masaru Emoto	CATEGORY	[2011-09-09-10‥2013-03-11-19)
Jennifer Moss (activist)	Masaru Emoto	INLINK	[2010-11-03-09‥2013-03-11-19)
Category:New Age writers	Masaru Emoto	CATEGORY	[2011-09-09-10‥2013-03-11-19)
Beyond Words Publishing	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
江本勝	Masaru Emoto	INLINK	[2007-05-09-13‥2013-03-11-19)
Category:Water chemistry	Masaru Emoto	CATEGORY	[2012-04-02-17‥2013-03-11-19)
Global Love Day	Masaru Emoto	INLINK	[2011-12-05-18‥2013-03-11-19)
Masaru Emoto	Masaru Emoto	BOLDTEXT	[2011-09-09-10‥2013-03-11-19)
Akio Mori	Masaru Emoto	INLINK	[2011-10-05-17‥2013-03-11-19)
Masoru Emoto	Masaru Emoto	REDIRECT	[2006-12-01-15‥2013-03-11-19)
Category:Japanese non-fiction writers	Masaru Emoto	CATEGORY	[2011-09-09-10‥2013-03-11-19)
Penta Water	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Oklahoma City	Masaru Emoto	OUTLINK_ANCHOR	[2011-09-09-10‥2013-03-11-19)
International Relations	Masaru Emoto	OUTLINK	[2011-09-09-10‥2013-03-11-19)
Messages from Water	Masaru Emoto	INLINK_ANCHOR	[2011-10-05-17‥2013-03-11-19)
